account_id,attention_priority,value_tier,gmv_total_6m,action_segment,primary_nba,nba_reason_code,execution_status,action_state,owner_role,named_owner_required,notify_am_before_send,playbook_id,recommended_channel,first_action,follow_up_days,success_condition,stop_condition,escalation_condition,guardrail_codes,draft_status,message_template_id,draft_customer_message,internal_task_brief,secondary_test,secondary_test_arm,secondary_test_draft,nurture_subcontext,recent_activity_status,lifecycle_context,rising_tail_watchlist,phase1_rollout_status,buyer_cadence,migration_progress_status,next_rerun_behaviour,change_type,change_flags,generated_action
ACC-253,P4,Tail,274,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,NO_FEB_GMV (Feb unconfirmed); LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,e0780da40176
ACC-254,P4,Tail,270,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,f5e0b31443c4
ACC-255,P4,Tail,269,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,No Meaningful History,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,5753b3213ae2
ACC-256,P3,Tail,263,9. Long-Tail Automated Nurture,Discovery-to-Offer Enablement,BROWSING_LOW_OFFERS,Ready — Automated,Draft Ready,Automation,False,False,PB05_DISCOVERY_TO_OFFER,Email / in-app message,Queue automated message (Discovery-to-Offer Enablement).,14,3+ offers within 90 days and ideally an order afterwards (association only - no offer-acceptance data).,"Offers reach 3, or two messages sent, or account becomes inactive/declining.",None (automated). Re-routes automatically if momentum turns Declining/Lapsed.,LOW_CONFIDENCE,Draft ready (not sent),DTO,"Hi {first_name},

If you spot an item you like on Fleek but the price doesn't quite work for you, you can use Make an Offer directly from the product page to propose your own price. It's a simple way to negotiate on stock you're already looking at, and you stay in control of what you pay.

Best,
{sender_name}",,,,,,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No re-send while the action is already logged for this NBA; eligible again only after the NBA changes.,BASELINE,BASELINE,a18f3158b1a0
ACC-257,P4,Tail,260,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,7503815ad16b
ACC-258,P4,Tail,246,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,fedf5d9d5851
ACC-259,P4,Tail,242,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,FEB_SENSITIVE; LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,8e6abd168068
ACC-260,P4,Tail,216,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles and handpicked stock on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,c6285f384356
ACC-261,P4,Tail,216,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,1d8c8054350c
ACC-262,P4,Tail,212,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,NO_FEB_GMV (Feb unconfirmed); LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,0c0eb5c98b7c
ACC-263,P4,Tail,211,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,FEB_SENSITIVE; LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,3d2fe57828d3
ACC-264,P4,Tail,209,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,NO_FEB_GMV (Feb unconfirmed); LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,2f6ee405dab0
ACC-265,P4,Tail,196,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,NO_FEB_GMV (Feb unconfirmed); LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,4daa0f149895
ACC-266,P4,Tail,188,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,6ff88212f5a0
ACC-267,P4,Tail,186,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,d08d70ae4476
